Date, Open, High, Low, Close
12/16/14, 47397.44, 47397.44, 47397.44, 47397.44
12/15/14, 48043.19, 48043.19, 47266.81, 47397.44
12/12/14, 48110.52, 48115.50, 47732.53, 48043.19
12/11/14, 48745.43, 48745.43, 48110.52, 48110.52
12/10/14, 48556.55, 48925.43, 48556.55, 48745.43
12/09/14, 49590.20, 49590.20, 48507.35, 48556.55
12/08/14, 49506.59, 49592.46, 49046.22, 49590.20
12/05/14, 49392.59, 49632.94, 49357.00, 49506.59
12/04/14, 49857.18, 50122.31, 49283.07, 49392.59
12/03/14, 49591.43, 49880.31, 49272.46, 49857.18
12/02/14, 48858.76, 49593.62, 48858.76, 49591.43
12/01/14, 49911.37, 49911.37, 48068.13, 48858.76
11/28/14, 50557.83, 50557.83, 49903.26, 49911.37
11/27/14, 50355.78, 50669.54, 50231.43, 50557.83
11/26/14, 50507.59, 50580.56, 50217.35, 50355.78
11/25/14, 50727.22, 50831.86, 50278.11, 50507.59
11/24/14, 50855.09, 50972.21, 50511.56, 50727.22
11/21/14, 49272.05, 50855.09, 49272.05, 50855.09
11/20/14, 50150.48, 50199.03, 49216.66, 49272.05
11/19/14, 50372.05, 50378.64, 50006.67, 50150.48
11/18/14, 50511.52, 50606.25, 50188.19, 50372.05
11/17/14, 50598.02, 50675.47, 50354.30, 50511.52
11/14/14, 50588.40, 50778.88, 50360.70, 50598.02
11/13/14, 50374.85, 50748.76, 50374.85, 50588.40
11/12/14, 50355.38, 50696.49, 50338.59, 50374.85
11/11/14, 50484.09, 50508.93, 50308.66, 50355.38
11/10/14, 50079.44, 50494.88, 50079.44, 50484.09
11/07/14, 49587.24, 50281.86, 49587.24, 50079.44
11/06/14, 49717.07, 49717.07, 49409.15, 49587.24
11/05/14, 49788.32, 49876.32, 49605.97, 49717.07
11/04/14, 50022.64, 50077.44, 49661.38, 49788.32
11/03/14, 49722.88, 50050.52, 49588.62, 50022.64
10/31/14, 48660.44, 49722.88, 48660.44, 49722.88
10/30/14, 49116.76, 49149.04, 48505.61, 48660.44
10/29/14, 48460.93, 49162.10, 48460.93, 49116.76
10/28/14, 48051.05, 48661.12, 48051.05, 48460.93
10/27/14, 47879.45, 48408.71, 47674.87, 48051.05
10/24/14, 48104.66, 48104.66, 47743.05, 47879.45
10/23/14, 48202.91, 48202.91, 47443.56, 48104.66
10/22/14, 48530.47, 48704.55, 48048.04, 48202.91
10/21/14, 47599.25, 48606.70, 47340.74, 48530.47
10/20/14, 47836.69, 48046.11, 47573.15, 47599.25
10/17/14, 46881.12, 47884.49, 46881.12, 47836.69
10/16/14, 46673.38, 47195.10, 46068.08, 46881.12
10/15/14, 47686.85, 47761.94, 46358.62, 46673.38
10/14/14, 47368.34, 47839.18, 47004.73, 47686.85
10/13/14, 47092.24, 47650.05, 46811.10, 47368.34
10/10/14, 48133.52, 48133.52, 47092.24, 47092.24
10/09/14, 48033.62, 48869.80, 48033.62, 48133.52
10/08/14, 48712.45, 48712.45, 48033.62, 48033.62
10/07/14, 49166.20, 49310.58, 48712.45, 48712.45
10/06/14, 48613.19, 49374.18, 48609.70, 49166.20
10/03/14, 48189.06, 48754.10, 48189.06, 48613.19
10/02/14, 48875.03, 48877.80, 48189.06, 48189.06
10/01/14, 49336.31, 49543.32, 48859.00, 48875.03
09/30/14, 49371.12, 49420.58, 49131.88, 49336.31
09/29/14, 49663.64, 49672.68, 49218.39, 49371.12
09/26/14, 49503.55, 49692.10, 49198.58, 49663.64
09/25/14, 50053.91, 50418.23, 49466.96, 49503.55
09/24/14, 50053.91, 50053.91, 50053.91, 50053.91
09/23/14, 50485.53, 50627.79, 49809.32, 50053.91
09/22/14, 51462.42, 51462.42, 50485.53, 50485.53
09/19/14, 51547.02, 51902.92, 51462.42, 51462.42
09/18/14, 51173.03, 51578.03, 51136.43, 51547.02
09/17/14, 51178.07, 51411.25, 51096.01, 51173.03
09/16/14, 51376.57, 51376.57, 50918.33, 51178.07
09/15/14, 51247.71, 51531.46, 51247.71, 51376.57
09/12/14, 51230.89, 51521.78, 51128.66, 51247.71
09/11/14, 51263.48, 51516.31, 51189.23, 51230.89
09/10/14, 51707.25, 51707.25, 51230.55, 51263.48
09/09/14, 51610.13, 51848.16, 51598.48, 51707.25
09/08/14, 51789.40, 51866.65, 51574.69, 51610.13
09/05/14, 52081.22, 52081.22, 51575.45, 51789.40
09/04/14, 51793.65, 52081.22, 51702.62, 52081.22
09/03/14, 51462.57, 51887.34, 51441.51, 51793.65
09/02/14, 51113.87, 51534.39, 51113.87, 51462.57
09/01/14, 50959.02, 51210.01, 50950.45, 51113.87
08/29/14, 51133.13, 51133.13, 50804.61, 50959.02
08/28/14, 51610.42, 51610.42, 51099.24, 51133.13
08/27/14, 51729.68, 51862.77, 51536.64, 51610.42
08/26/14, 51437.58, 51729.68, 51362.44, 51729.68
08/25/14, 51197.16, 51437.58, 51098.17, 51437.58
08/22/14, 51443.43, 51537.98, 51096.93, 51197.16
08/21/14, 51436.59, 51582.37, 51187.48, 51443.43
08/20/14, 51363.37, 51477.50, 50995.90, 51436.59
08/19/14, 51572.19, 51805.86, 51253.20, 51363.37
08/18/14, 51257.72, 51600.05, 51257.72, 51572.19
08/15/14, 51073.90, 51482.21, 51073.90, 51257.72
08/14/14, 51266.51, 51296.29, 51066.17, 51073.90
08/13/14, 51449.01, 51736.13, 51183.22, 51266.51
08/12/14, 51523.27, 51711.29, 51431.32, 51449.01
08/11/14, 50669.95, 51591.29, 50669.95, 51523.27
08/08/14, 50674.61, 50759.12, 50233.11, 50669.95
08/07/14, 51091.80, 51123.67, 50669.03, 50674.61
08/06/14, 51349.11, 51349.11, 50772.70, 51091.80
08/05/14, 51239.56, 51624.82, 51239.56, 51349.11
08/04/14, 50917.78, 51318.89, 50897.07, 51239.56
08/01/14, 51396.07, 51396.07, 50628.51, 50917.78
07/31/14, 51770.59, 51770.59, 51396.07, 51396.07
07/30/14, 52242.12, 52242.12, 51738.34, 51770.59
07/29/14, 51927.57, 52323.61, 51927.57, 52242.12
07/28/14, 51550.17, 51999.90, 51550.17, 51927.57
07/25/14, 51621.52, 51752.86, 51523.52, 51550.17
07/24/14, 51910.92, 52010.61, 51613.51, 51621.52
07/23/14, 51931.33, 52052.27, 51766.60, 51910.92
07/22/14, 51420.81, 52019.39, 51420.81, 51931.33
07/21/14, 51695.05, 51721.63, 51354.97, 51420.81
07/18/14, 51789.74, 51789.74, 51339.76, 51695.05
07/17/14, 52076.90, 52076.90, 51605.12, 51789.74
07/16/14, 51735.29, 52183.37, 51677.21, 52076.90
07/15/14, 51540.88, 51803.93, 51402.60, 51735.29
07/14/14, 51161.33, 51655.94, 51161.33, 51540.88
07/11/14, 50994.46, 51196.85, 50887.03, 51161.33
07/10/14, 51401.46, 51522.76, 50699.06, 50994.46
07/09/14, 51608.33, 51608.33, 51205.73, 51401.46
07/08/14, 51877.11, 51877.11, 51490.02, 51608.33
07/07/14, 52060.03, 52125.99, 51749.22, 51877.11
07/04/14, 51918.44, 52060.03, 51864.08, 52060.03
07/03/14, 51883.71, 52101.34, 51678.93, 51918.44
07/02/14, 51480.19, 51978.38, 51480.19, 51883.71
07/01/14, 50945.26, 51480.19, 50945.26, 51480.19
06/30/14, 50625.37, 50945.26, 50578.06, 50945.26
06/27/14, 50761.82, 50768.52, 50527.50, 50625.37
06/26/14, 50350.61, 50822.64, 50350.61, 50761.82
06/25/14, 50890.92, 50890.92, 50190.40, 50350.61
06/24/14, 51058.27, 51113.67, 50733.67, 50890.92
06/23/14, 51322.67, 51322.67, 50842.65, 51058.27
06/20/14, 51263.50, 51397.11, 51234.42, 51322.67
06/19/14, 50693.95, 51324.14, 50693.95, 51263.50
06/18/14, 50911.05, 51040.49, 50654.01, 50693.95
06/17/14, 50763.71, 50917.08, 50733.96, 50911.05
06/16/14, 50763.71, 50763.71, 50763.71, 50763.71
06/13/14, 50596.17, 50811.70, 50518.19, 50763.71
06/12/14, 50659.44, 50719.65, 50488.51, 50596.17
06/11/14, 50736.42, 50993.35, 50659.44, 50659.44
06/10/14, 50134.53, 50736.42, 50134.53, 50736.42
06/09/14, 49933.99, 50188.70, 49933.99, 50134.53
06/06/14, 50000.43, 50120.69, 49873.01, 49933.99
06/05/14, 49960.21, 50018.61, 49729.71, 50000.43
06/04/14, 49936.54, 50054.53, 49808.53, 49960.21
06/03/14, 49817.89, 49936.54, 49685.54, 49936.54
06/02/14, 49632.70, 49854.65, 49630.62, 49817.89
05/30/14, 49726.64, 49803.52, 49599.85, 49632.70
05/29/14, 49690.58, 49778.08, 49519.68, 49726.64
05/28/14, 49824.45, 49976.79, 49567.45, 49690.58
05/27/14, 50021.72, 50055.62, 49824.45, 49824.45
05/26/14, 49952.69, 50021.72, 49819.25, 50021.72
05/23/14, 49891.36, 50065.89, 49834.22, 49952.69
05/22/14, 49648.12, 50037.05, 49648.12, 49891.36
05/21/14, 49617.00, 49648.12, 49427.19, 49648.12
05/20/14, 49507.48, 49787.41, 49507.48, 49617.00
05/19/14, 49159.77, 49615.33, 49120.86, 49507.48
05/16/14, 49454.59, 49562.79, 49072.13, 49159.77
05/15/14, 49632.23, 49885.84, 49380.13, 49454.59
05/14/14, 49199.70, 49668.46, 49199.70, 49632.23
05/13/14, 49239.29, 49407.95, 49071.90, 49199.70
05/12/14, 48852.45, 49327.96, 48852.45, 49239.29
05/09/14, 49026.95, 49026.95, 48755.64, 48852.45
05/08/14, 48942.02, 49169.39, 48942.02, 49026.95
05/07/14, 48942.02, 48942.02, 48942.02, 48942.02
05/06/14, 48880.81, 49061.03, 48736.28, 48942.02
05/05/14, 49091.16, 49170.24, 48785.80, 48880.81
05/02/14, 48870.10, 49187.19, 48857.22, 49091.16
05/01/14, 48870.10, 48870.10, 48870.10, 48870.10
04/30/14, 48935.36, 48935.36, 48743.26, 48870.10
04/29/14, 48910.90, 48935.36, 48611.60, 48935.36
04/28/14, 48910.90, 48910.90, 48910.90, 48910.90
04/25/14, 48934.51, 49052.49, 48824.81, 48910.90
04/24/14, 48647.62, 49069.63, 48647.62, 48934.51
04/23/14, 48643.31, 48909.82, 48643.31, 48647.62
04/22/14, 48362.22, 48643.31, 48313.51, 48643.31
04/21/14, 48362.22, 48362.22, 48362.22, 48362.22
04/18/14, 48362.22, 48362.22, 48362.22, 48362.22
04/17/14, 48139.69, 48362.22, 48006.66, 48362.22
04/16/14, 47789.76, 48193.28, 47789.76, 48139.69
04/15/14, 48213.26, 48238.11, 47746.11, 47789.76
04/14/14, 48032.41, 48248.83, 47922.68, 48213.26
04/11/14, 48529.88, 48529.88, 47876.62, 48032.41
04/10/14, 48291.88, 48683.37, 48233.21, 48529.88
04/09/14, 48069.53, 48515.63, 48069.53, 48291.88
04/08/14, 47857.95, 48069.53, 47814.96, 48069.53
04/07/14, 48347.75, 48347.75, 47798.22, 47857.95
04/04/14, 48231.39, 48409.11, 48188.82, 48347.75
04/03/14, 48405.90, 48611.69, 48132.55, 48231.39
04/02/14, 48104.98, 48473.99, 48104.98, 48405.90
04/01/14, 47770.92, 48262.95, 47770.92, 48104.98
03/31/14, 47930.03, 48137.67, 47770.92, 47770.92
03/28/14, 47380.98, 47930.03, 47380.98, 47930.03
03/27/14, 47652.89, 47652.89, 47191.39, 47380.98
03/26/14, 47387.56, 47766.64, 47387.56, 47652.89
03/25/14, 46875.37, 47477.00, 46816.63, 47387.56
03/24/14, 46508.27, 47011.40, 46508.27, 46875.37
03/21/14, 46508.27, 46508.27, 46508.27, 46508.27
03/20/14, 46666.54, 46685.15, 46300.99, 46508.27
03/19/14, 47059.19, 47121.44, 46595.32, 46666.54
03/18/14, 46816.65, 47198.13, 46610.83, 47059.19
03/17/14, 46412.40, 46847.12, 46204.53, 46816.65
03/14/14, 46825.52, 46825.52, 46070.98, 46412.40
03/13/14, 47188.84, 47364.67, 46825.52, 46825.52
03/12/14, 47612.81, 47612.81, 47088.98, 47188.84
03/11/14, 47322.46, 47612.81, 47220.41, 47612.81
03/10/14, 47786.77, 47786.77, 47168.98, 47322.46
03/07/14, 47819.53, 48002.23, 47766.95, 47786.77
03/06/14, 47514.80, 47884.79, 47492.72, 47819.53
03/05/14, 47602.69, 47691.29, 47412.31, 47514.80
03/04/14, 47138.32, 47643.28, 47138.32, 47602.69
03/03/14, 47328.92, 47328.92, 46824.12, 47138.32
02/28/14, 47049.79, 47328.92, 46991.57, 47328.92
02/27/14, 47017.19, 47321.19, 46905.96, 47049.79
02/26/14, 46956.75, 47160.75, 46900.94, 47017.19
02/25/14, 47394.00, 47494.19, 46956.75, 46956.75
02/24/14, 47452.24, 47614.47, 47194.43, 47394.00
02/21/14, 47149.35, 47616.85, 47149.35, 47452.24
02/20/14, 47438.31, 47438.31, 47041.41, 47149.35
02/19/14, 47112.43, 47438.31, 47112.43, 47438.31
02/18/14, 47027.54, 47265.19, 46880.13, 47112.43
02/17/14, 46628.74, 47175.98, 46628.74, 47027.54
02/14/14, 46251.77, 46689.22, 46251.77, 46628.74
02/13/14, 46425.11, 46539.07, 46146.84, 46251.77
02/12/14, 45866.02, 46430.30, 45866.02, 46425.11
02/11/14, 45920.87, 46233.30, 45750.21, 45866.02
02/10/14, 45340.76, 45942.64, 45340.76, 45920.87
02/07/14, 44985.34, 45385.17, 44985.34, 45340.76
02/06/14, 44477.18, 44985.34, 44326.81, 44985.34
02/05/14, 44451.57, 44571.86, 44220.99, 44477.18
02/04/14, 44956.91, 44956.91, 44145.42, 44451.57
02/03/14, 45132.10, 45417.12, 44826.17, 44956.91
01/31/14, 45178.25, 45370.42, 44945.90, 45132.10
01/30/14, 45564.62, 45654.26, 45147.73, 45178.25
01/29/14, 45724.70, 46394.87, 45392.97, 45564.62
01/28/14, 45750.70, 45805.77, 45580.56, 45724.70
01/27/14, 46462.14, 46462.14, 45670.44, 45750.70
01/24/14, 47045.44, 47052.46, 46395.07, 46462.14
01/23/14, 47000.95, 47348.48, 46885.60, 47045.44
01/22/14, 46889.64, 47000.95, 46766.78, 47000.95
01/21/14, 46934.59, 46946.91, 46723.68, 46889.64
01/20/14, 46675.88, 46974.14, 46481.19, 46934.59
01/17/14, 46728.46, 46966.36, 46646.37, 46675.88
01/16/14, 46442.45, 46798.02, 46110.96, 46728.46
01/15/14, 45982.07, 46545.89, 45982.07, 46442.45
01/14/14, 46030.25, 46033.70, 45638.39, 45982.07
01/13/14, 45548.15, 46030.25, 45548.15, 46030.25
01/10/14, 45444.59, 45701.19, 45334.78, 45548.15
01/09/14, 45696.97, 45795.15, 45444.59, 45444.59
01/08/14, 45867.52, 46108.41, 45662.59, 45696.97
01/07/14, 45897.44, 46111.84, 45851.49, 45867.52
01/06/14, 46206.09, 46351.27, 45842.86, 45897.44
01/03/14, 46589.70, 46589.70, 46093.54, 46206.09
01/02/14, 46256.23, 46836.02, 46256.23, 46589.70
01/01/14, 46256.23, 46256.23, 46256.23, 46256.23
12/31/13, 46131.29, 46290.20, 45873.17, 46256.23
12/30/13, 45735.26, 46131.29, 45735.26, 46131.29
12/27/13, 44912.80, 45773.92, 44912.80, 45735.26
12/26/13, 44912.80, 44912.80, 44912.80, 44912.80
12/25/13, 44912.80, 44912.80, 44912.80, 44912.80
12/24/13, 44912.80, 44912.80, 44912.80, 44912.80
12/23/13, 44574.25, 44843.21, 44574.25, 44753.19
12/20/13, 44327.84, 44609.07, 44261.82, 44574.25
12/19/13, 43925.38, 44483.63, 43925.38, 44327.84
12/18/13, 43848.95, 44007.69, 43669.14, 43925.38
12/17/13, 43185.73, 43918.07, 43185.73, 43848.95
12/16/13, 43185.73, 43185.73, 43185.73, 43185.73
12/13/13, 43252.17, 43640.45, 42921.45, 43185.73
12/12/13, 44436.86, 44436.86, 43252.17, 43252.17
12/11/13, 44640.98, 44649.14, 44281.30, 44436.86
12/10/13, 44732.42, 44888.38, 44450.16, 44640.98
12/09/13, 44616.21, 44768.35, 44377.90, 44732.42
12/06/13, 44297.66, 44751.04, 44265.98, 44616.21
12/05/13, 43986.37, 44563.68, 43986.37, 44297.66
12/04/13, 43962.83, 44363.90, 43913.22, 43986.37
12/03/13, 44659.37, 44659.37, 43886.47, 43962.83
12/02/13, 44975.67, 44975.67, 44649.93, 44659.37
11/29/13, 45058.22, 45058.22, 44786.31, 44975.67
11/28/13, 44564.01, 45058.22, 44553.32, 45058.22
11/27/13, 43988.14, 44564.01, 43988.14, 44564.01
11/26/13, 44552.51, 44595.54, 43963.49, 43988.14
11/25/13, 44435.61, 44788.00, 44435.61, 44552.51
11/22/13, 44741.55, 44909.00, 44172.30, 44435.61
11/21/13, 45201.08, 45201.08, 44613.80, 44741.55
11/20/13, 45138.13, 45243.68, 44964.48, 45201.08
11/19/13, 45428.85, 45428.85, 44948.26, 45138.13
11/18/13, 45174.18, 45428.85, 45149.49, 45428.85
11/15/13, 44903.85, 45333.36, 44903.85, 45174.18
11/14/13, 44625.00, 45309.57, 44625.00, 44903.85
11/13/13, 45448.28, 45448.28, 44548.85, 44625.00
11/12/13, 45488.18, 45669.47, 45297.42, 45448.28
11/11/13, 45481.19, 45732.95, 45426.15, 45488.18
11/08/13, 46068.47, 46068.47, 45365.12, 45481.19
11/07/13, 46192.91, 46286.18, 45980.94, 46068.47
11/06/13, 45750.23, 46192.91, 45750.23, 46192.91
11/05/13, 45671.44, 45991.49, 45671.44, 45750.23
11/04/13, 45561.08, 45720.15, 45495.68, 45671.44
11/01/13, 45517.56, 45674.75, 45469.89, 45561.08
10/31/13, 45611.91, 45659.25, 45392.87, 45517.56
10/30/13, 45443.88, 45676.01, 45443.88, 45611.91
10/29/13, 45401.67, 45572.76, 45222.27, 45443.88
10/28/13, 45124.04, 45485.02, 45124.04, 45401.67
10/25/13, 45063.49, 45177.47, 44967.97, 45124.04
10/24/13, 45035.78, 45189.29, 44919.42, 45063.49
10/23/13, 45357.81, 45357.81, 44980.26, 45035.78
10/22/13, 44926.71, 45486.01, 44926.71, 45357.81
10/21/13, 44689.29, 44993.13, 44689.29, 44926.71
10/18/13, 44514.12, 44753.21, 44514.12, 44689.29
10/17/13, 44418.01, 44623.47, 44375.64, 44514.12
10/16/13, 44297.17, 44519.96, 44142.76, 44418.01
10/15/13, 43723.16, 44320.69, 43723.16, 44297.17
10/14/13, 43620.57, 43774.57, 43346.86, 43723.16
10/11/13, 43321.36, 43657.10, 43321.36, 43620.57
10/10/13, 42779.87, 43321.36, 42779.87, 43321.36
10/09/13, 43253.61, 43253.61, 42741.16, 42779.87
10/08/13, 43725.70, 43725.70, 43193.29, 43253.61
10/07/13, 43925.68, 43925.68, 43529.80, 43725.70
10/04/13, 44006.86, 44012.24, 43632.91, 43925.68
10/03/13, 43967.84, 44199.22, 43907.87, 44006.86
10/02/13, 43946.53, 44059.68, 43766.97, 43967.84
10/01/13, 44031.83, 44058.85, 43788.07, 43946.53
09/30/13, 44358.74, 44358.74, 43871.59, 44031.83
09/27/13, 44350.31, 44571.75, 44230.13, 44358.74
09/26/13, 44453.88, 44601.69, 44279.05, 44350.31
09/25/13, 44017.73, 44453.88, 43965.31, 44453.88
09/24/13, 44017.73, 44017.73, 44017.73, 44017.73
09/23/13, 44094.31, 44133.37, 43944.91, 44017.73
09/20/13, 44302.94, 44302.94, 44022.37, 44094.31
09/19/13, 43371.44, 44382.72, 43371.44, 44302.94
09/18/13, 43762.87, 43762.87, 43333.55, 43371.44
09/17/13, 43594.92, 43805.24, 43503.31, 43762.87
09/16/13, 43602.64, 43865.54, 43501.35, 43594.92
09/13/13, 43752.30, 43752.30, 43467.32, 43602.64
09/12/13, 43419.32, 43776.71, 43359.44, 43752.30
09/11/13, 43545.83, 43545.83, 43301.83, 43419.32
09/10/13, 42769.62, 43545.83, 42769.62, 43545.83
09/09/13, 42837.71, 42916.98, 42655.23, 42769.62
09/06/13, 42797.21, 42971.50, 42514.34, 42837.71
09/05/13, 42522.80, 42925.15, 42522.80, 42797.21
09/04/13, 42892.25, 42892.25, 42328.51, 42522.80
09/03/13, 42725.70, 43056.34, 42700.36, 42892.25
09/02/13, 42228.34, 42735.98, 42228.34, 42725.70
08/30/13, 42429.36, 42596.53, 42001.67, 42228.34
08/29/13, 42311.00, 42704.70, 42293.86, 42429.36
08/28/13, 43082.83, 43082.83, 42301.85, 42311.00
08/27/13, 43290.55, 43349.15, 42866.26, 43082.83
08/26/13, 42994.92, 43323.01, 42994.92, 43290.55
08/23/13, 43014.44, 43036.03, 42760.77, 42994.92
08/22/13, 42762.37, 43014.44, 42678.81, 43014.44
08/21/13, 42765.22, 42839.63, 42604.75, 42762.37
08/20/13, 42920.22, 42920.22, 42482.57, 42765.22
08/19/13, 43042.11, 43098.28, 42811.69, 42920.22
08/16/13, 42509.70, 43042.11, 42509.70, 43042.11
08/15/13, 43019.21, 43097.39, 42458.64, 42509.70
08/14/13, 42685.35, 43019.21, 42680.00, 43019.21
08/13/13, 42497.30, 42685.35, 42469.16, 42685.35
08/12/13, 41747.16, 42497.30, 41747.16, 42497.30
08/09/13, 41747.16, 41747.16, 41747.16, 41747.16
08/08/13, 41600.03, 41898.86, 41595.06, 41747.16
08/07/13, 41330.60, 41600.03, 41282.34, 41600.03
08/06/13, 41803.93, 41891.31, 41543.67, 41573.71
08/05/13, 41700.19, 41998.77, 41565.76, 41803.93
08/02/13, 41909.39, 42066.67, 41700.19, 41700.19
08/01/13, 41292.84, 41909.39, 41292.84, 41909.39
07/31/13, 40991.30, 41293.58, 40791.78, 41292.84
07/30/13, 40819.98, 41105.74, 40764.75, 40991.30
07/29/13, 40497.81, 40892.67, 40497.81, 40819.98
07/26/13, 40739.95, 40912.67, 40405.95, 40497.81
07/25/13, 40886.61, 40944.04, 40398.22, 40739.95
07/24/13, 41176.57, 41225.14, 40728.19, 40886.61
07/23/13, 40894.05, 41232.58, 40894.05, 41176.57
07/22/13, 40549.40, 40941.41, 40549.40, 40894.05
07/19/13, 41147.60, 41147.60, 40549.40, 40549.40
07/18/13, 40946.04, 41147.60, 40653.22, 41147.60
07/17/13, 40385.34, 40994.59, 40385.34, 40946.04
07/16/13, 40740.14, 40902.46, 40268.53, 40385.34
07/15/13, 40734.89, 41097.61, 40644.23, 40740.14
07/12/13, 40543.00, 40886.24, 40543.00, 40734.89
07/11/13, 39638.54, 40555.59, 39638.54, 40543.00
07/10/13, 39769.08, 39992.16, 39384.02, 39638.54
07/09/13, 39795.17, 40180.41, 39717.22, 39769.08
07/08/13, 39169.83, 39914.96, 39169.83, 39795.17
07/05/13, 40030.19, 40062.65, 39169.83, 39169.83
07/04/13, 39343.31, 40108.35, 39343.31, 40030.19
07/03/13, 39844.70, 39844.70, 39186.87, 39343.31
07/02/13, 39932.83, 40029.68, 39702.90, 39844.70
07/01/13, 39578.10, 40204.57, 39195.38, 39932.83
06/28/13, 39083.31, 39666.60, 39068.47, 39578.10
06/27/13, 38946.07, 39132.13, 38589.51, 39083.31
06/26/13, 38484.19, 38984.36, 38231.62, 38946.07
06/25/13, 38075.22, 38528.24, 37840.23, 38484.19
06/24/13, 39016.62, 39016.62, 37931.80, 38075.22
06/21/13, 39536.08, 39778.84, 38959.13, 39016.62
06/20/13, 40784.31, 40784.31, 39522.42, 39536.08
06/19/13, 41003.25, 41097.82, 40527.28, 40784.31
06/18/13, 40323.62, 41022.65, 40323.62, 41003.25
06/17/13, 40323.62, 40323.62, 40323.62, 40323.62
06/14/13, 39811.78, 40323.62, 39790.55, 40323.62
06/13/13, 39766.53, 39851.08, 39018.34, 39811.78
06/12/13, 39621.00, 39959.90, 39524.47, 39766.53
06/11/13, 40933.88, 40933.88, 39613.53, 39621.00
06/10/13, 40813.33, 41159.64, 40811.70, 40933.88
06/07/13, 40341.24, 40813.33, 40103.29, 40813.33
06/06/13, 40793.81, 40793.81, 40247.89, 40341.24
06/05/13, 40897.68, 40970.26, 40577.37, 40793.81
06/04/13, 40957.61, 41257.08, 40805.09, 40897.68
06/03/13, 42016.45, 42016.45, 40815.65, 40957.61
05/31/13, 41941.88, 42207.85, 41670.27, 42016.45
05/30/13, 41233.07, 41941.88, 41233.07, 41941.88
05/29/13, 41971.17, 41971.17, 41233.07, 41233.07
05/28/13, 41432.46, 41983.66, 41327.98, 41971.17
05/27/13, 40998.58, 41432.46, 40998.58, 41432.46
05/24/13, 40855.89, 41134.90, 40730.18, 40998.58
05/23/13, 41836.02, 41836.02, 40725.93, 40855.89
05/22/13, 41815.36, 42016.65, 41416.49, 41836.02
05/21/13, 41079.55, 41815.36, 41079.55, 41815.36
05/20/13, 41413.44, 41614.74, 40770.18, 41079.55
05/17/13, 41427.76, 41633.71, 41335.87, 41413.44
05/16/13, 41014.98, 41469.10, 41014.98, 41427.76
05/15/13, 40711.32, 41014.98, 40655.01, 41014.98
05/14/13, 40407.27, 40711.32, 40291.91, 40711.32
05/13/13, 40232.05, 40444.53, 40138.96, 40407.27
05/10/13, 40337.81, 40564.24, 40083.60, 40232.05
05/09/13, 40456.62, 40664.82, 40291.89, 40337.81
05/08/13, 39821.48, 40456.62, 39821.48, 40456.62
05/07/13, 39828.96, 40084.17, 39758.91, 39821.48
05/06/13, 39592.28, 39904.30, 39592.28, 39828.96
05/03/13, 39082.85, 39636.16, 38896.95, 39592.28
05/02/13, 38735.00, 39082.85, 38735.00, 39082.85
05/01/13, 38735.00, 38735.00, 38735.00, 38735.00
04/30/13, 39025.64, 39153.13, 38614.59, 38735.00
04/29/13, 39082.42, 39243.15, 38859.50, 39025.64
04/26/13, 39128.87, 39274.92, 38997.00, 39082.42
04/25/13, 38783.07, 39295.27, 38783.07, 39128.87
04/24/13, 38742.43, 38901.07, 38554.02, 38783.07
04/23/13, 38169.13, 38826.65, 38169.13, 38742.43
04/22/13, 38422.21, 38632.12, 38023.79, 38169.13
04/19/13, 37852.62, 38422.21, 37852.62, 38422.21
04/18/13, 37801.67, 38006.51, 37717.78, 37852.62
04/17/13, 38429.66, 38568.42, 37801.67, 37801.67
04/16/13, 38003.70, 38506.15, 38003.70, 38429.66
04/15/13, 38630.54, 38630.54, 37736.86, 38003.70
04/12/13, 39109.98, 39109.98, 38468.74, 38630.54
04/11/13, 39070.57, 39146.10, 38878.40, 39109.98
04/10/13, 38540.81, 39076.91, 38540.81, 39070.57
04/09/13, 38582.95, 38799.05, 38379.93, 38540.81
04/08/13, 38500.21, 38809.19, 38500.21, 38582.95
04/05/13, 39064.88, 39165.81, 38385.45, 38500.21
04/04/13, 39414.34, 39498.45, 39014.90, 39064.88
04/03/13, 40041.32, 40041.32, 39408.58, 39414.34
04/02/13, 39860.84, 40117.45, 39860.84, 40041.32
04/01/13, 39860.84, 39860.84, 39860.84, 39860.84
03/29/13, 39860.84, 39860.84, 39860.84, 39860.84
03/28/13, 39882.44, 39943.75, 39778.86, 39860.84
03/27/13, 40253.25, 40465.12, 39743.42, 39882.44
03/26/13, 40008.70, 40314.93, 40008.70, 40253.25
03/25/13, 40063.38, 40180.23, 39932.99, 40008.70
03/22/13, 40318.79, 40318.79, 39960.93, 40063.38
03/21/13, 40318.79, 40318.79, 40318.79, 40318.79
03/20/13, 40346.17, 40502.30, 40309.35, 40318.79
03/19/13, 40470.65, 40539.61, 40242.31, 40346.17
03/18/13, 40757.94, 40757.94, 40293.40, 40470.65
03/15/13, 40908.58, 41023.76, 40757.94, 40757.94
03/14/13, 40876.10, 41047.72, 40789.25, 40908.58
03/13/13, 40952.46, 41040.11, 40829.80, 40876.10
03/12/13, 40984.22, 41026.24, 40795.84, 40952.46
03/11/13, 40732.81, 41019.89, 40714.69, 40984.22
03/08/13, 40719.68, 40915.90, 40675.21, 40732.81
03/07/13, 40437.25, 40740.89, 40375.85, 40719.68
03/06/13, 40546.24, 40668.35, 40420.16, 40437.25
03/05/13, 39844.24, 40558.52, 39844.24, 40546.24
