Datum;Eröffnungspreis;Tageshoch;Tagestief;Schlusspreis<sup>4</sup>;Diff.%;
"02.01.1991";"0,00";"1000,00";"0,00";"1000,00";"-";
"03.01.1991";"0,00";"1006,21";"0,00";"1006,21";"+0,62 %";
"04.01.1991";"0,00";"1019,55";"0,00";"1019,55";"+1,33 %";
"07.01.1991";"0,00";"985,60";"0,00";"985,60";"-3,33 %";
"08.01.1991";"0,00";"954,72";"0,00";"954,72";"-3,13 %";
"09.01.1991";"0,00";"964,24";"0,00";"964,24";"+1,00 %";
"10.01.1991";"0,00";"959,21";"0,00";"959,21";"-0,52 %";
"11.01.1991";"0,00";"966,54";"0,00";"966,54";"+0,76 %";
"14.01.1991";"0,00";"937,68";"0,00";"937,68";"-2,99 %";
"15.01.1991";"0,00";"921,55";"0,00";"921,55";"-1,72 %";
"16.01.1991";"0,00";"930,57";"0,00";"930,57";"+0,98 %";
"17.01.1991";"0,00";"1001,47";"0,00";"1001,47";"+7,62 %";
"18.01.1991";"0,00";"1010,00";"0,00";"1010,00";"+0,85 %";
"21.01.1991";"0,00";"989,80";"0,00";"989,80";"-2,00 %";
"22.01.1991";"0,00";"978,08";"0,00";"978,08";"-1,18 %";
"23.01.1991";"0,00";"960,39";"0,00";"960,39";"-1,81 %";
"24.01.1991";"0,00";"971,72";"0,00";"971,72";"+1,18 %";
"25.01.1991";"0,00";"973,99";"0,00";"973,99";"+0,23 %";
"28.01.1991";"0,00";"975,68";"0,00";"975,68";"+0,17 %";
"29.01.1991";"0,00";"979,61";"0,00";"979,61";"+0,40 %";
"30.01.1991";"0,00";"990,50";"0,00";"990,50";"+1,11 %";
"31.01.1991";"0,00";"1008,16";"0,00";"1008,16";"+1,78 %";
"01.02.1991";"0,00";"1005,48";"0,00";"1005,48";"-0,27 %";
"04.02.1991";"0,00";"1012,94";"0,00";"1012,94";"+0,74 %";
"05.02.1991";"0,00";"1024,26";"0,00";"1024,26";"+1,12 %";
"06.02.1991";"0,00";"1021,99";"0,00";"1021,99";"-0,22 %";
"07.02.1991";"0,00";"1024,89";"0,00";"1024,89";"+0,28 %";
"08.02.1991";"0,00";"1022,24";"0,00";"1022,24";"-0,26 %";
"11.02.1991";"0,00";"1038,67";"0,00";"1038,67";"+1,61 %";
"12.02.1991";"0,00";"1062,12";"0,00";"1062,12";"+2,26 %";
"13.02.1991";"0,00";"1063,43";"0,00";"1063,43";"+0,12 %";
"14.02.1991";"0,00";"1082,52";"0,00";"1082,52";"+1,80 %";
"15.02.1991";"0,00";"1134,94";"0,00";"1134,94";"+4,84 %";
"18.02.1991";"0,00";"1156,21";"0,00";"1156,21";"+1,87 %";
"19.02.1991";"0,00";"1184,64";"0,00";"1184,64";"+2,46 %";
"20.02.1991";"0,00";"1166,05";"0,00";"1166,05";"-1,57 %";
"21.02.1991";"0,00";"1153,80";"0,00";"1153,80";"-1,05 %";
"22.02.1991";"0,00";"1173,50";"0,00";"1173,50";"+1,71 %";
"25.02.1991";"0,00";"1193,22";"0,00";"1193,22";"+1,68 %";
"26.02.1991";"0,00";"1175,19";"0,00";"1175,19";"-1,51 %";
"27.02.1991";"0,00";"1159,66";"0,00";"1159,66";"-1,32 %";
"28.02.1991";"0,00";"1168,63";"0,00";"1168,63";"+0,77 %";
"01.03.1991";"0,00";"1152,73";"0,00";"1152,73";"-1,36 %";
"04.03.1991";"0,00";"1151,45";"0,00";"1151,45";"-0,11 %";
"05.03.1991";"0,00";"1156,11";"0,00";"1156,11";"+0,40 %";
"06.03.1991";"0,00";"1194,94";"0,00";"1194,94";"+3,36 %";
"07.03.1991";"0,00";"1196,89";"0,00";"1196,89";"+0,16 %";
"08.03.1991";"0,00";"1204,38";"0,00";"1204,38";"+0,63 %";
"11.03.1991";"0,00";"1194,64";"0,00";"1194,64";"-0,81 %";
"12.03.1991";"0,00";"1186,21";"0,00";"1186,21";"-0,71 %";
"13.03.1991";"0,00";"1178,39";"0,00";"1178,39";"-0,66 %";
"14.03.1991";"0,00";"1177,69";"0,00";"1177,69";"-0,06 %";
"15.03.1991";"0,00";"1178,48";"0,00";"1178,48";"+0,07 %";
"18.03.1991";"0,00";"1187,04";"0,00";"1187,04";"+0,73 %";
"19.03.1991";"0,00";"1177,80";"0,00";"1177,80";"-0,78 %";
"20.03.1991";"0,00";"1159,16";"0,00";"1159,16";"-1,58 %";
"21.03.1991";"0,00";"1172,50";"0,00";"1172,50";"+1,15 %";
"22.03.1991";"0,00";"1177,85";"0,00";"1177,85";"+0,46 %";
"25.03.1991";"0,00";"1179,76";"0,00";"1179,76";"+0,16 %";
"26.03.1991";"0,00";"1183,32";"0,00";"1183,32";"+0,30 %";
"27.03.1991";"0,00";"1184,07";"0,00";"1184,07";"+0,06 %";
"28.03.1991";"0,00";"1188,71";"0,00";"1188,71";"+0,39 %";
"02.04.1991";"0,00";"1194,38";"0,00";"1194,38";"+0,48 %";
"03.04.1991";"0,00";"1220,55";"0,00";"1220,55";"+2,19 %";
"04.04.1991";"0,00";"1226,65";"0,00";"1226,65";"+0,50 %";
"05.04.1991";"0,00";"1232,25";"0,00";"1232,25";"+0,46 %";
"08.04.1991";"0,00";"1238,80";"0,00";"1238,80";"+0,53 %";
"09.04.1991";"0,00";"1247,18";"0,00";"1247,18";"+0,68 %";
"10.04.1991";"0,00";"1233,11";"0,00";"1233,11";"-1,13 %";
"11.04.1991";"0,00";"1235,25";"0,00";"1235,25";"+0,17 %";
"12.04.1991";"0,00";"1239,34";"0,00";"1239,34";"+0,33 %";
"15.04.1991";"0,00";"1249,48";"0,00";"1249,48";"+0,82 %";
"16.04.1991";"0,00";"1257,96";"0,00";"1257,96";"+0,68 %";
"17.04.1991";"0,00";"1254,54";"0,00";"1254,54";"-0,27 %";
"18.04.1991";"0,00";"1250,21";"0,00";"1250,21";"-0,35 %";
"19.04.1991";"0,00";"1234,38";"0,00";"1234,38";"-1,27 %";
"22.04.1991";"0,00";"1214,29";"0,00";"1214,29";"-1,63 %";
"23.04.1991";"0,00";"1221,21";"0,00";"1221,21";"+0,57 %";
"24.04.1991";"0,00";"1228,85";"0,00";"1228,85";"+0,63 %";
"25.04.1991";"0,00";"1232,00";"0,00";"1232,00";"+0,26 %";
"26.04.1991";"0,00";"1227,62";"0,00";"1227,62";"-0,36 %";
"29.04.1991";"0,00";"1229,01";"0,00";"1229,01";"+0,11 %";
"30.04.1991";"0,00";"1220,01";"0,00";"1220,01";"-0,73 %";
"02.05.1991";"0,00";"1222,16";"0,00";"1222,16";"+0,18 %";
"03.05.1991";"0,00";"1223,50";"0,00";"1223,50";"+0,11 %";
"06.05.1991";"0,00";"1210,07";"0,00";"1210,07";"-1,10 %";
"07.05.1991";"0,00";"1190,73";"0,00";"1190,73";"-1,60 %";
"08.05.1991";"0,00";"1165,27";"0,00";"1165,27";"-2,14 %";
"10.05.1991";"0,00";"1181,74";"0,00";"1181,74";"+1,41 %";
"13.05.1991";"0,00";"1192,95";"0,00";"1192,95";"+0,95 %";
"14.05.1991";"0,00";"1189,65";"0,00";"1189,65";"-0,28 %";
"15.05.1991";"0,00";"1183,54";"0,00";"1183,54";"-0,51 %";
"16.05.1991";"0,00";"1180,73";"0,00";"1180,73";"-0,24 %";
"17.05.1991";"0,00";"1169,90";"0,00";"1169,90";"-0,92 %";
"21.05.1991";"0,00";"1171,97";"0,00";"1171,97";"+0,18 %";
"22.05.1991";"0,00";"1174,37";"0,00";"1174,37";"+0,20 %";
"23.05.1991";"0,00";"1173,67";"0,00";"1173,67";"-0,06 %";
"24.05.1991";"0,00";"1173,31";"0,00";"1173,31";"-0,03 %";
"27.05.1991";"0,00";"1175,83";"0,00";"1175,83";"+0,21 %";
"28.05.1991";"0,00";"1170,21";"0,00";"1170,21";"-0,48 %";
"29.05.1991";"0,00";"1184,62";"0,00";"1184,62";"+1,23 %";
"31.05.1991";"0,00";"1204,28";"0,00";"1204,28";"+1,66 %";
"03.06.1991";"0,00";"1229,52";"0,00";"1229,52";"+2,10 %";
"04.06.1991";"0,00";"1228,05";"0,00";"1228,05";"-0,12 %";
"05.06.1991";"0,00";"1227,01";"0,00";"1227,01";"-0,08 %";
"06.06.1991";"0,00";"1223,08";"0,00";"1223,08";"-0,32 %";
"07.06.1991";"0,00";"1216,72";"0,00";"1216,72";"-0,52 %";
"10.06.1991";"0,00";"1211,38";"0,00";"1211,38";"-0,44 %";
"11.06.1991";"0,00";"1211,29";"0,00";"1211,29";"-0,01 %";
"12.06.1991";"0,00";"1208,16";"0,00";"1208,16";"-0,26 %";
"13.06.1991";"0,00";"1202,37";"0,00";"1202,37";"-0,48 %";
"14.06.1991";"0,00";"1201,52";"0,00";"1201,52";"-0,07 %";
"17.06.1991";"0,00";"1202,51";"0,00";"1202,51";"+0,08 %";
"18.06.1991";"0,00";"1197,25";"0,00";"1197,25";"-0,44 %";
"19.06.1991";"0,00";"1191,93";"0,00";"1191,93";"-0,44 %";
"20.06.1991";"0,00";"1187,84";"0,00";"1187,84";"-0,34 %";
"21.06.1991";"0,00";"1191,70";"0,00";"1191,70";"+0,32 %";
"24.06.1991";"0,00";"1185,90";"0,00";"1185,90";"-0,49 %";
"25.06.1991";"0,00";"1176,55";"0,00";"1176,55";"-0,79 %";
"26.06.1991";"0,00";"1172,01";"0,00";"1172,01";"-0,39 %";
"27.06.1991";"0,00";"1148,46";"0,00";"1148,46";"-2,01 %";
"28.06.1991";"0,00";"1114,80";"0,00";"1114,80";"-2,93 %";
"01.07.1991";"0,00";"1142,02";"0,00";"1142,02";"+2,44 %";
"02.07.1991";"0,00";"1126,87";"0,00";"1126,87";"-1,33 %";
"03.07.1991";"0,00";"1098,30";"0,00";"1098,30";"-2,54 %";
"04.07.1991";"0,00";"1116,34";"0,00";"1116,34";"+1,64 %";
"05.07.1991";"0,00";"1120,91";"0,00";"1120,91";"+0,41 %";
"08.07.1991";"0,00";"1132,58";"0,00";"1132,58";"+1,04 %";
"09.07.1991";"0,00";"1145,77";"0,00";"1145,77";"+1,16 %";
"10.07.1991";"0,00";"1144,36";"0,00";"1144,36";"-0,12 %";
"11.07.1991";"0,00";"1148,34";"0,00";"1148,34";"+0,35 %";
"12.07.1991";"0,00";"1147,08";"0,00";"1147,08";"-0,11 %";
"15.07.1991";"0,00";"1148,02";"0,00";"1148,02";"+0,08 %";
"16.07.1991";"0,00";"1146,72";"0,00";"1146,72";"-0,11 %";
"17.07.1991";"0,00";"1139,31";"0,00";"1139,31";"-0,65 %";
"18.07.1991";"0,00";"1132,39";"0,00";"1132,39";"-0,61 %";
"19.07.1991";"0,00";"1131,33";"0,00";"1131,33";"-0,09 %";
"22.07.1991";"0,00";"1121,68";"0,00";"1121,68";"-0,85 %";
"23.07.1991";"0,00";"1102,92";"0,00";"1102,92";"-1,67 %";
"24.07.1991";"0,00";"1105,66";"0,00";"1105,66";"+0,25 %";
"25.07.1991";"0,00";"1104,51";"0,00";"1104,51";"-0,10 %";
"26.07.1991";"0,00";"1101,96";"0,00";"1101,96";"-0,23 %";
"29.07.1991";"0,00";"1097,70";"0,00";"1097,70";"-0,39 %";
"30.07.1991";"0,00";"1099,54";"0,00";"1099,54";"+0,17 %";
"31.07.1991";"0,00";"1101,02";"0,00";"1101,02";"+0,13 %";
"01.08.1991";"0,00";"1103,83";"0,00";"1103,83";"+0,26 %";
"02.08.1991";"0,00";"1101,29";"0,00";"1101,29";"-0,23 %";
"05.08.1991";"0,00";"1100,02";"0,00";"1100,02";"-0,12 %";
"06.08.1991";"0,00";"1091,62";"0,00";"1091,62";"-0,76 %";
"07.08.1991";"0,00";"1091,67";"0,00";"1091,67";"+0,00 %";
"08.08.1991";"0,00";"1088,11";"0,00";"1088,11";"-0,33 %";
"09.08.1991";"0,00";"1083,83";"0,00";"1083,83";"-0,39 %";
"12.08.1991";"0,00";"1079,87";"0,00";"1079,87";"-0,37 %";
"13.08.1991";"0,00";"1078,82";"0,00";"1078,82";"-0,10 %";
"14.08.1991";"0,00";"1083,28";"0,00";"1083,28";"+0,41 %";
"16.08.1991";"0,00";"1093,87";"0,00";"1093,87";"+0,98 %";
"19.08.1991";"0,00";"1015,14";"0,00";"1015,14";"-7,20 %";
"20.08.1991";"0,00";"966,86";"0,00";"966,86";"-4,76 %";
"21.08.1991";"0,00";"1013,12";"0,00";"1013,12";"+4,78 %";
"22.08.1991";"0,00";"1093,27";"0,00";"1093,27";"+7,91 %";
"23.08.1991";"0,00";"1095,47";"0,00";"1095,47";"+0,20 %";
"26.08.1991";"0,00";"1108,44";"0,00";"1108,44";"+1,18 %";
"27.08.1991";"0,00";"1096,82";"0,00";"1096,82";"-1,05 %";
"28.08.1991";"0,00";"1095,42";"0,00";"1095,42";"-0,13 %";
"29.08.1991";"0,00";"1104,96";"0,00";"1104,96";"+0,87 %";
"30.08.1991";"0,00";"1106,71";"0,00";"1106,71";"+0,16 %";
"02.09.1991";"0,00";"1112,80";"0,00";"1112,80";"+0,55 %";
"03.09.1991";"0,00";"1116,99";"0,00";"1116,99";"+0,38 %";
"04.09.1991";"0,00";"1125,91";"0,00";"1125,91";"+0,80 %";
"05.09.1991";"0,00";"1143,97";"0,00";"1143,97";"+1,60 %";
"06.09.1991";"0,00";"1141,94";"0,00";"1141,94";"-0,18 %";
"09.09.1991";"0,00";"1150,09";"0,00";"1150,09";"+0,71 %";
"10.09.1991";"0,00";"1144,27";"0,00";"1144,27";"-0,51 %";
"11.09.1991";"0,00";"1125,07";"0,00";"1125,07";"-1,68 %";
"12.09.1991";"0,00";"1112,45";"0,00";"1112,45";"-1,12 %";
"13.09.1991";"0,00";"1121,70";"0,00";"1121,70";"+0,83 %";
"16.09.1991";"0,00";"1114,80";"0,00";"1114,80";"-0,62 %";
"17.09.1991";"0,00";"1116,89";"0,00";"1116,89";"+0,19 %";
"18.09.1991";"0,00";"1118,36";"0,00";"1118,36";"+0,13 %";
"19.09.1991";"0,00";"1109,33";"0,00";"1109,33";"-0,81 %";
"20.09.1991";"0,00";"1100,92";"0,00";"1100,92";"-0,76 %";
"23.09.1991";"0,00";"1092,64";"0,00";"1092,64";"-0,75 %";
"24.09.1991";"0,00";"1095,33";"0,00";"1095,33";"+0,25 %";
"25.09.1991";"1095,22";"1096,50";"1091,48";"1092,81";"-0,23 %";
"26.09.1991";"1092,81";"1094,11";"1080,80";"1090,29";"-0,23 %";
"27.09.1991";"1090,32";"1090,32";"1083,87";"1085,85";"-0,41 %";
"30.09.1991";"0,00";"1087,81";"0,00";"1087,81";"+0,18 %";
"01.10.1991";"1087,93";"1094,30";"1087,93";"1094,30";"+0,60 %";
"02.10.1991";"0,00";"1091,15";"0,00";"1091,15";"-0,29 %";
"03.10.1991";"1091,15";"1091,15";"1086,06";"1086,75";"-0,40 %";
"04.10.1991";"1086,14";"1086,14";"1075,82";"1077,36";"-0,86 %";
"07.10.1991";"1077,36";"1077,36";"1062,86";"1062,86";"-1,35 %";
"08.10.1991";"1062,38";"1062,38";"1036,66";"1041,43";"-2,02 %";
"09.10.1991";"1041,67";"1050,79";"1041,67";"1042,70";"+0,12 %";
"10.10.1991";"1041,97";"1041,97";"1026,94";"1028,86";"-1,33 %";
"11.10.1991";"1029,50";"1031,63";"1021,74";"1021,74";"-0,69 %";
"14.10.1991";"1021,74";"1021,74";"992,00";"992,00";"-2,91 %";
"15.10.1991";"992,25";"995,18";"985,61";"985,93";"-0,61 %";
"16.10.1991";"986,14";"986,38";"978,23";"981,18";"-0,48 %";
"17.10.1991";"981,30";"995,11";"981,30";"988,03";"+0,70 %";
"18.10.1991";"988,51";"994,90";"988,51";"994,14";"+0,62 %";
"21.10.1991";"994,67";"1010,87";"994,67";"1008,67";"+1,46 %";
"22.10.1991";"1009,16";"1009,70";"1002,51";"1005,93";"-0,27 %";
"23.10.1991";"1006,18";"1006,18";"994,56";"997,87";"-0,80 %";
"24.10.1991";"997,81";"998,51";"995,82";"997,45";"-0,04 %";
"25.10.1991";"997,21";"997,21";"975,30";"979,42";"-1,81 %";
"28.10.1991";"979,30";"979,30";"952,16";"954,63";"-2,53 %";
"29.10.1991";"954,88";"963,44";"953,19";"953,27";"-0,14 %";
"30.10.1991";"953,15";"953,58";"929,06";"933,33";"-2,09 %";
"31.10.1991";"932,96";"932,96";"917,70";"926,24";"-0,76 %";
"04.11.1991";"926,46";"927,00";"913,60";"921,64";"-0,50 %";
"05.11.1991";"921,53";"954,71";"921,07";"949,69";"+3,04 %";
"06.11.1991";"950,35";"963,27";"949,02";"949,02";"-0,07 %";
"07.11.1991";"948,58";"956,55";"938,98";"956,55";"+0,79 %";
"08.11.1991";"958,04";"996,79";"958,04";"996,79";"+4,21 %";
"11.11.1991";"997,77";"1022,05";"997,77";"1006,52";"+0,98 %";
"12.11.1991";"997,77";"1022,05";"997,77";"1006,52";"0,00 %";
"13.11.1991";"1011,40";"1012,85";"1007,09";"1008,62";"+0,21 %";
"14.11.1991";"1008,50";"1008,50";"999,89";"1000,52";"-0,80 %";
"15.11.1991";"1000,28";"1001,74";"997,43";"1001,08";"+0,06 %";
"18.11.1991";"999,99";"999,99";"982,74";"987,04";"-1,40 %";
"19.11.1991";"987,22";"1000,73";"987,22";"997,95";"+1,11 %";
"20.11.1991";"998,33";"999,25";"995,73";"998,86";"+0,09 %";
"21.11.1991";"998,97";"1006,58";"998,32";"1006,58";"+0,77 %";
"22.11.1991";"1006,96";"1006,97";"1003,89";"1004,52";"-0,20 %";
"25.11.1991";"1003,25";"1003,25";"992,49";"992,85";"-1,16 %";
"26.11.1991";"992,73";"995,27";"991,81";"994,73";"+0,19 %";
"27.11.1991";"995,08";"997,14";"989,35";"991,32";"-0,34 %";
"28.11.1991";"991,19";"991,19";"986,57";"988,71";"-0,26 %";
"29.11.1991";"988,46";"988,57";"981,75";"981,75";"-0,70 %";
"02.12.1991";"981,67";"981,67";"962,72";"962,83";"-1,93 %";
"03.12.1991";"963,26";"970,66";"961,98";"961,98";"-0,09 %";
"04.12.1991";"961,98";"964,59";"961,67";"964,59";"+0,27 %";
"05.12.1991";"964,65";"964,65";"956,15";"956,22";"-0,87 %";
"06.12.1991";"955,89";"955,89";"944,41";"949,15";"-0,74 %";
"09.12.1991";"948,91";"948,91";"932,43";"932,43";"-1,76 %";
"10.12.1991";"931,01";"931,01";"918,17";"918,17";"-1,53 %";
"11.12.1991";"918,23";"918,23";"909,89";"909,89";"-0,90 %";
"12.12.1991";"909,52";"910,02";"908,37";"908,88";"-0,11 %";
"13.12.1991";"909,38";"920,16";"909,38";"919,69";"+1,19 %";
"16.12.1991";"913,87";"920,16";"913,87";"919,69";"0,00 %";
"17.12.1991";"919,47";"926,85";"919,47";"926,64";"+0,76 %";
"18.12.1991";"926,64";"927,84";"924,54";"925,56";"-0,12 %";
"19.12.1991";"925,45";"925,58";"918,75";"918,75";"-0,74 %";
"20.12.1991";"919,00";"919,00";"905,95";"906,15";"-1,37 %";
"23.12.1991";"906,52";"906,52";"884,44";"884,76";"-2,36 %";
"27.12.1991";"884,43";"889,08";"884,43";"888,00";"+0,37 %";
"30.12.1991";"887,63";"888,34";"883,21";"883,25";"-0,53 %";
"02.01.1992";"883,58";"883,70";"879,35";"882,11";"-0,13 %";
"03.01.1992";"882,79";"901,64";"882,79";"901,64";"+2,21 %";
"07.01.1992";"901,89";"924,62";"901,89";"923,57";"+2,43 %";
"08.01.1992";"922,49";"922,49";"908,22";"911,94";"-1,26 %";
"09.01.1992";"912,00";"918,86";"912,00";"916,65";"+0,52 %";
"10.01.1992";"917,64";"935,52";"917,64";"930,40";"+1,50 %";
"13.01.1992";"930,77";"931,01";"921,73";"930,80";"+0,04 %";
"14.01.1992";"931,24";"940,17";"931,24";"937,65";"+0,74 %";
"15.01.1992";"938,64";"962,26";"938,64";"962,23";"+2,62 %";
"16.01.1992";"963,10";"965,74";"958,98";"965,74";"+0,36 %";
"17.01.1992";"965,92";"967,21";"962,97";"967,04";"+0,13 %";
"20.01.1992";"967,10";"967,10";"954,26";"957,40";"-1,00 %";
"21.01.1992";"958,05";"965,57";"958,05";"963,02";"+0,59 %";
"22.01.1992";"962,91";"962,91";"957,09";"960,11";"-0,30 %";
"23.01.1992";"960,65";"968,71";"960,65";"965,62";"+0,57 %";
"24.01.1992";"965,62";"965,62";"960,82";"961,85";"-0,39 %";
"27.01.1992";"962,39";"970,02";"962,39";"969,95";"+0,84 %";
"28.01.1992";"970,70";"985,63";"970,70";"985,02";"+1,55 %";
"29.01.1992";"985,24";"994,86";"983,14";"983,28";"-0,18 %";
"30.01.1992";"983,15";"993,55";"981,18";"991,81";"+0,87 %";
"31.01.1992";"991,94";"1007,21";"991,94";"1002,82";"+1,11 %";
"03.02.1992";"1003,20";"1014,01";"1003,20";"1014,01";"+1,12 %";
"04.02.1992";"1014,01";"1014,01";"1004,62";"1008,57";"-0,54 %";
"05.02.1992";"1009,45";"1021,55";"1009,45";"1020,89";"+1,22 %";
"06.02.1992";"1020,89";"1028,80";"1020,88";"1023,17";"+0,22 %";
"07.02.1992";"1023,17";"1023,82";"1020,38";"1022,88";"-0,03 %";
"10.02.1992";"1022,88";"1024,15";"1021,20";"1024,15";"+0,12 %";
"11.02.1992";"1024,28";"1031,17";"1024,28";"1031,17";"+0,69 %";
"12.02.1992";"1031,82";"1036,20";"1031,66";"1036,20";"+0,49 %";
"13.02.1992";"1033,34";"1049,49";"1033,34";"1048,26";"+1,16 %";
"14.02.1992";"1048,26";"1068,49";"1048,09";"1066,85";"+1,77 %";
"17.02.1992";"1067,41";"1092,65";"1067,41";"1092,41";"+2,40 %";
"18.02.1992";"1094,60";"1096,88";"1081,43";"1083,85";"-0,78 %";
"19.02.1992";"1083,09";"1083,09";"1065,69";"1075,85";"-0,74 %";
"20.02.1992";"1083,09";"1083,09";"1065,69";"1075,85";"0,00 %";
"21.02.1992";"1080,20";"1097,07";"1080,20";"1093,69";"+1,66 %";
"24.02.1992";"1093,82";"1099,43";"1086,77";"1099,43";"+0,52 %";
"25.02.1992";"1099,18";"1100,43";"1091,84";"1094,01";"-0,49 %";
"26.02.1992";"1093,69";"1093,69";"1081,25";"1081,59";"-1,14 %";
"27.02.1992";"1081,47";"1090,67";"1081,47";"1087,22";"+0,52 %";
"28.02.1992";"1087,65";"1089,33";"1085,64";"1089,14";"+0,18 %";
"02.03.1992";"1088,83";"1088,89";"1084,65";"1085,26";"-0,36 %";
"03.03.1992";"1084,89";"1084,89";"1072,68";"1079,80";"-0,50 %";
"04.03.1992";"1079,80";"1090,32";"1079,80";"1090,32";"+0,97 %";
"05.03.1992";"1089,88";"1089,88";"1085,33";"1086,39";"-0,36 %";
"06.03.1992";"1085,77";"1085,77";"1061,54";"1062,07";"-2,24 %";
"09.03.1992";"1061,45";"1061,45";"1037,54";"1039,45";"-2,13 %";
"10.03.1992";"1040,21";"1046,42";"1035,39";"1038,49";"-0,09 %";
"11.03.1992";"1038,70";"1039,57";"1022,04";"1022,10";"-1,58 %";
"12.03.1992";"1021,67";"1021,85";"1012,43";"1013,03";"-0,89 %";
"13.03.1992";"1012,71";"1024,91";"1010,01";"1024,91";"+1,17 %";
"16.03.1992";"1025,56";"1029,75";"1023,21";"1025,08";"+0,02 %";
"17.03.1992";"1026,06";"1040,63";"1026,06";"1040,63";"+1,52 %";
"18.03.1992";"1041,01";"1055,33";"1041,01";"1052,35";"+1,13 %";
"19.03.1992";"1052,24";"1052,24";"1046,56";"1050,27";"-0,20 %";
"20.03.1992";"1050,08";"1050,08";"1045,08";"1046,46";"-0,36 %";
"23.03.1992";"1046,58";"1046,69";"1034,99";"1034,99";"-1,10 %";
"24.03.1992";"1034,43";"1034,43";"1016,60";"1025,82";"-0,89 %";
"25.03.1992";"1025,82";"1032,55";"1023,73";"1032,55";"+0,66 %";
"26.03.1992";"1032,37";"1036,08";"1032,37";"1035,72";"+0,31 %";
"27.03.1992";"1035,39";"1035,39";"1033,88";"1034,10";"-0,16 %";
"30.03.1992";"1030,50";"1030,50";"1018,10";"1020,15";"-1,35 %";
"31.03.1992";"1020,09";"1021,97";"1018,41";"1020,36";"+0,02 %";
"01.04.1992";"1019,38";"1019,38";"1005,39";"1005,53";"-1,45 %";
"02.04.1992";"1005,34";"1009,12";"987,34";"993,42";"-1,20 %";
"03.04.1992";"993,30";"998,67";"992,97";"998,67";"+0,53 %";
"06.04.1992";"998,36";"998,36";"977,70";"980,68";"-1,80 %";
"07.04.1992";"980,81";"990,55";"980,81";"989,39";"+0,89 %";
"08.04.1992";"988,51";"988,51";"961,66";"961,66";"-2,80 %";
"09.04.1992";"961,66";"961,66";"934,63";"940,36";"-2,21 %";
"10.04.1992";"941,67";"970,56";"941,67";"970,56";"+3,21 %";
"13.04.1992";"969,94";"970,96";"967,02";"967,98";"-0,27 %";
"14.04.1992";"967,87";"972,94";"967,87";"972,94";"+0,51 %";
"15.04.1992";"973,92";"987,39";"973,92";"985,23";"+1,26 %";
"16.04.1992";"985,66";"997,93";"985,66";"995,05";"+1,00 %";
"21.04.1992";"995,05";"995,05";"989,38";"991,41";"-0,37 %";
"22.04.1992";"991,29";"995,89";"991,29";"995,15";"+0,38 %";
"23.04.1992";"995,34";"995,43";"989,77";"991,06";"-0,41 %";
"24.04.1992";"990,75";"990,75";"978,20";"979,76";"-1,14 %";
"27.04.1992";"979,89";"979,93";"968,24";"969,54";"-1,04 %";
"28.04.1992";"969,67";"971,32";"968,16";"970,59";"+0,11 %";
"29.04.1992";"970,70";"970,70";"961,83";"968,09";"-0,26 %";
"30.04.1992";"968,11";"968,39";"960,06";"960,13";"-0,82 %";
"04.05.1992";"960,13";"960,41";"945,75";"949,32";"-1,13 %";
"05.05.1992";"949,19";"955,30";"948,52";"955,30";"+0,63 %";
"06.05.1992";"955,42";"966,87";"955,42";"966,76";"+1,20 %";
"07.05.1992";"967,63";"977,28";"967,63";"975,01";"+0,85 %";
"08.05.1992";"975,25";"975,25";"971,54";"971,83";"-0,33 %";
"11.05.1992";"971,83";"971,83";"968,46";"970,65";"-0,12 %";
"12.05.1992";"970,44";"971,16";"966,85";"968,56";"-0,22 %";
"13.05.1992";"968,43";"968,43";"963,90";"966,75";"-0,19 %";
"14.05.1992";"966,42";"966,60";"962,36";"963,47";"-0,34 %";
"15.05.1992";"962,82";"962,82";"955,08";"957,49";"-0,62 %";
"18.05.1992";"956,87";"972,46";"956,87";"972,46";"+1,56 %";
"19.05.1992";"972,90";"979,23";"972,90";"977,70";"+0,54 %";
"20.05.1992";"977,92";"981,73";"977,73";"981,57";"+0,40 %";
"21.05.1992";"981,57";"981,57";"973,74";"975,51";"-0,62 %";
"22.05.1992";"975,63";"979,59";"975,63";"978,32";"+0,29 %";
"25.05.1992";"978,63";"984,95";"978,63";"984,79";"+0,66 %";
"26.05.1992";"985,34";"991,79";"985,34";"991,79";"+0,71 %";
"27.05.1992";"991,46";"991,46";"982,66";"983,58";"-0,83 %";
"29.05.1992";"983,58";"987,14";"982,86";"987,14";"+0,36 %";
"01.06.1992";"987,50";"990,20";"987,50";"990,20";"+0,31 %";
"02.06.1992";"990,86";"1003,23";"990,86";"1002,09";"+1,20 %";
"03.06.1992";"1001,87";"1006,93";"999,29";"1006,93";"+0,48 %";
"04.06.1992";"1006,39";"1006,39";"996,87";"1003,26";"-0,36 %";
"05.06.1992";"1003,33";"1005,16";"1000,86";"1003,48";"+0,02 %";
"09.06.1992";"1003,38";"1003,38";"1001,97";"1002,09";"-0,14 %";
"10.06.1992";"1001,65";"1001,65";"996,59";"998,06";"-0,40 %";
"11.06.1992";"998,00";"998,01";"995,56";"995,70";"-0,24 %";
"12.06.1992";"995,81";"995,81";"991,64";"993,44";"-0,23 %";
"15.06.1992";"993,44";"993,97";"992,08";"992,51";"-0,09 %";
