Datum;Eröffnungspreis;Tageshoch;Tagestief;Schlusspreis<sup>4</sup>;Diff.%;
"26.01.2005";"2473,79";"2496,42";"2473,79";"2486,49";"+0,45 %";
"27.01.2005";"2486,48";"2516,03";"2485,20";"2506,92";"+0,82 %";
"28.01.2005";"2509,25";"2510,81";"2492,74";"2492,74";"-0,57 %";
"31.01.2005";"2492,72";"2502,76";"2480,93";"2494,21";"+0,06 %";
"01.02.2005";"2494,12";"2526,86";"2494,12";"2518,97";"+0,99 %";
"02.02.2005";"2519,00";"2543,49";"2517,55";"2522,37";"+0,13 %";
"03.02.2005";"2522,46";"2537,97";"2522,41";"2527,50";"+0,20 %";
"04.02.2005";"2527,64";"2566,12";"2526,46";"2566,12";"+1,53 %";
"07.02.2005";"2567,71";"2576,20";"2557,83";"2576,20";"+0,39 %";
"08.02.2005";"2576,17";"2586,03";"2573,33";"2578,65";"+0,10 %";
"09.02.2005";"2578,61";"2581,64";"2567,68";"2580,26";"+0,06 %";
"10.02.2005";"2580,26";"2581,46";"2558,36";"2569,83";"-0,40 %";
"11.02.2005";"2569,83";"2592,27";"2567,52";"2587,39";"+0,68 %";
"14.02.2005";"2589,72";"2609,85";"2589,53";"2603,54";"+0,62 %";
"15.02.2005";"2603,41";"2625,30";"2595,96";"2624,78";"+0,82 %";
"16.02.2005";"2626,09";"2636,88";"2614,42";"2636,88";"+0,46 %";
"17.02.2005";"2636,88";"2642,90";"2629,80";"2638,69";"+0,07 %";
"18.02.2005";"2638,86";"2661,27";"2638,21";"2661,04";"+0,85 %";
"21.02.2005";"2661,43";"2670,12";"2641,41";"2643,83";"-0,65 %";
"22.02.2005";"2644,11";"2647,78";"2612,47";"2616,08";"-1,05 %";
"23.02.2005";"2615,84";"2616,15";"2576,96";"2579,98";"-1,38 %";
"24.02.2005";"2582,78";"2623,14";"2582,78";"2619,54";"+1,53 %";
"25.02.2005";"2619,54";"2682,29";"2619,54";"2677,63";"+2,22 %";
"28.02.2005";"2677,76";"2713,64";"2675,26";"2703,97";"+0,98 %";
"01.03.2005";"2703,97";"2743,30";"2698,79";"2702,39";"-0,06 %";
"02.03.2005";"2705,51";"2721,87";"2680,62";"2691,10";"-0,42 %";
"03.03.2005";"2691,45";"2724,34";"2691,45";"2723,98";"+1,22 %";
"04.03.2005";"2723,88";"2755,83";"2720,52";"2755,33";"+1,15 %";
"07.03.2005";"2755,77";"2803,99";"2755,77";"2781,55";"+0,95 %";
"08.03.2005";"2781,62";"2793,15";"2745,97";"2756,71";"-0,89 %";
"09.03.2005";"2756,71";"2768,04";"2720,66";"2734,42";"-0,81 %";
"10.03.2005";"2734,42";"2734,88";"2694,90";"2714,01";"-0,75 %";
"11.03.2005";"2715,48";"2724,29";"2701,22";"2714,02";"0,00 %";
"14.03.2005";"2714,18";"2738,21";"2697,20";"2718,46";"+0,16 %";
"15.03.2005";"2718,46";"2731,76";"2704,19";"2723,70";"+0,19 %";
"16.03.2005";"2723,68";"2729,07";"2679,56";"2681,87";"-1,54 %";
"17.03.2005";"2683,66";"2687,25";"2650,09";"2655,57";"-0,98 %";
"18.03.2005";"2655,38";"2673,42";"2640,65";"2640,65";"-0,56 %";
"21.03.2005";"2640,97";"2663,27";"2598,35";"2610,52";"-1,14 %";
"22.03.2005";"2610,52";"2638,96";"2581,82";"2637,80";"+1,05 %";
"23.03.2005";"2637,65";"2637,65";"2583,59";"2605,48";"-1,23 %";
"24.03.2005";"2605,10";"2624,89";"2594,01";"2615,44";"+0,38 %";
"29.03.2005";"2615,45";"2637,01";"2605,47";"2635,98";"+0,79 %";
"30.03.2005";"2636,74";"2640,05";"2627,46";"2635,57";"-0,02 %";
"31.03.2005";"2635,61";"2649,27";"2626,67";"2632,90";"-0,10 %";
"01.04.2005";"2633,40";"2671,04";"2631,01";"2671,04";"+1,45 %";
"04.04.2005";"2670,87";"2677,68";"2661,47";"2677,68";"+0,25 %";
"05.04.2005";"2676,92";"2702,56";"2671,27";"2700,17";"+0,84 %";
"06.04.2005";"2700,41";"2714,23";"2700,41";"2705,50";"+0,20 %";
"07.04.2005";"2705,50";"2713,21";"2691,98";"2700,80";"-0,17 %";
"08.04.2005";"2700,76";"2717,52";"2696,84";"2711,11";"+0,38 %";
"11.04.2005";"2711,10";"2717,58";"2694,15";"2706,70";"-0,16 %";
"12.04.2005";"2706,56";"2713,99";"2693,60";"2711,45";"+0,18 %";
"13.04.2005";"2713,12";"2730,42";"2704,04";"2730,33";"+0,70 %";
"14.04.2005";"2730,42";"2730,42";"2705,33";"2705,33";"-0,92 %";
"15.04.2005";"2704,88";"2704,88";"2655,96";"2659,39";"-1,70 %";
"18.04.2005";"2657,05";"2657,05";"2562,69";"2576,97";"-3,10 %";
"19.04.2005";"2580,78";"2603,59";"2580,48";"2586,65";"+0,38 %";
"20.04.2005";"2587,50";"2631,69";"2587,50";"2612,49";"+1,00 %";
"21.04.2005";"2608,98";"2644,24";"2603,87";"2614,16";"+0,06 %";
"22.04.2005";"2614,35";"2648,21";"2614,35";"2633,89";"+0,75 %";
"25.04.2005";"2633,38";"2649,70";"2629,83";"2644,46";"+0,40 %";
"26.04.2005";"2644,27";"2660,50";"2644,09";"2651,83";"+0,28 %";
"27.04.2005";"2651,85";"2654,58";"2591,18";"2591,36";"-2,28 %";
"28.04.2005";"2591,35";"2609,78";"2569,28";"2577,08";"-0,55 %";
"29.04.2005";"2576,95";"2577,16";"2548,81";"2566,00";"-0,43 %";
"02.05.2005";"2566,05";"2590,18";"2566,05";"2578,26";"+0,48 %";
"03.05.2005";"2578,39";"2585,52";"2545,14";"2559,16";"-0,74 %";
"04.05.2005";"2559,40";"2566,40";"2539,80";"2550,83";"-0,33 %";
"06.05.2005";"2550,83";"2556,50";"2515,72";"2538,15";"-0,50 %";
"09.05.2005";"2538,05";"2582,80";"2536,07";"2582,38";"+1,74 %";
"10.05.2005";"2582,81";"2602,84";"2578,58";"2588,52";"+0,24 %";
"11.05.2005";"2586,67";"2603,99";"2583,77";"2594,39";"+0,23 %";
"12.05.2005";"2594,39";"2607,14";"2591,28";"2603,75";"+0,36 %";
"13.05.2005";"2603,76";"2603,78";"2584,38";"2594,58";"-0,35 %";
"17.05.2005";"2595,05";"2596,41";"2571,36";"2575,42";"-0,74 %";
"18.05.2005";"2575,50";"2613,74";"2572,13";"2609,42";"+1,32 %";
"19.05.2005";"2614,41";"2634,88";"2606,99";"2632,33";"+0,88 %";
"20.05.2005";"2632,00";"2679,69";"2630,38";"2678,27";"+1,75 %";
"23.05.2005";"2678,20";"2684,90";"2668,75";"2680,14";"+0,07 %";
"24.05.2005";"2680,98";"2690,60";"2674,73";"2676,59";"-0,13 %";
"25.05.2005";"2676,51";"2697,97";"2675,60";"2692,54";"+0,60 %";
"27.05.2005";"2692,12";"2761,94";"2690,15";"2760,77";"+2,53 %";
"30.05.2005";"2762,84";"2786,05";"2754,95";"2785,10";"+0,88 %";
"31.05.2005";"2784,69";"2810,13";"2784,59";"2791,39";"+0,23 %";
"01.06.2005";"2791,54";"2834,57";"2791,44";"2830,89";"+1,42 %";
"02.06.2005";"2832,18";"2856,23";"2830,88";"2832,26";"+0,05 %";
"03.06.2005";"2832,31";"2840,73";"2818,36";"2822,69";"-0,34 %";
"06.06.2005";"2822,72";"2836,03";"2821,24";"2834,25";"+0,41 %";
"07.06.2005";"2834,25";"2839,25";"2820,25";"2829,92";"-0,15 %";
"08.06.2005";"2829,76";"2854,52";"2809,97";"2847,78";"+0,63 %";
"09.06.2005";"2850,22";"2873,67";"2841,89";"2870,84";"+0,81 %";
"10.06.2005";"2871,51";"2919,44";"2871,51";"2910,96";"+1,40 %";
"13.06.2005";"2907,97";"2919,12";"2900,14";"2914,72";"+0,13 %";
"14.06.2005";"2914,98";"2932,69";"2899,46";"2930,77";"+0,55 %";
"15.06.2005";"2930,84";"2959,43";"2930,44";"2947,98";"+0,59 %";
"16.06.2005";"2947,58";"3001,23";"2947,53";"2985,85";"+1,28 %";
"17.06.2005";"2986,46";"3021,45";"2986,46";"3020,66";"+1,17 %";
"20.06.2005";"3017,78";"3033,66";"2997,87";"3030,23";"+0,32 %";
"21.06.2005";"3030,22";"3050,10";"3024,62";"3029,89";"-0,01 %";
"22.06.2005";"3029,90";"3042,29";"3001,59";"3006,68";"-0,77 %";
"23.06.2005";"3006,94";"3020,63";"2986,52";"2993,66";"-0,43 %";
"24.06.2005";"2991,17";"2996,52";"2948,52";"2965,48";"-0,94 %";
"27.06.2005";"2965,87";"2978,81";"2959,36";"2972,84";"+0,25 %";
"28.06.2005";"2972,97";"3019,04";"2972,97";"3017,48";"+1,50 %";
"29.06.2005";"3022,09";"3032,16";"3017,94";"3028,04";"+0,35 %";
"30.06.2005";"3027,62";"3050,19";"3021,67";"3049,91";"+0,72 %";
"01.07.2005";"3049,93";"3090,36";"3044,81";"3089,39";"+1,29 %";
"04.07.2005";"3089,05";"3114,18";"3067,22";"3071,59";"-0,58 %";
"05.07.2005";"3076,30";"3099,53";"3072,60";"3099,53";"+0,91 %";
"06.07.2005";"3099,61";"3106,28";"3072,42";"3084,21";"-0,49 %";
"07.07.2005";"3084,19";"3087,17";"2967,58";"3065,25";"-0,61 %";
"08.07.2005";"3066,30";"3096,66";"3066,30";"3095,55";"+0,99 %";
"11.07.2005";"3095,37";"3119,52";"3068,92";"3071,65";"-0,77 %";
"12.07.2005";"3071,75";"3081,51";"3051,22";"3055,41";"-0,53 %";
"13.07.2005";"3056,18";"3075,67";"3056,14";"3069,80";"+0,47 %";
"14.07.2005";"3070,06";"3098,17";"3069,29";"3092,43";"+0,74 %";
"15.07.2005";"3092,43";"3092,43";"3066,72";"3068,14";"-0,79 %";
"18.07.2005";"3068,66";"3088,09";"3068,66";"3073,76";"+0,18 %";
"19.07.2005";"3072,98";"3089,91";"3054,23";"3089,91";"+0,53 %";
"20.07.2005";"3090,38";"3090,50";"3060,54";"3071,84";"-0,58 %";
"21.07.2005";"3071,77";"3071,77";"3054,50";"3056,37";"-0,50 %";
"22.07.2005";"3056,58";"3060,33";"3037,58";"3048,50";"-0,26 %";
"25.07.2005";"3053,84";"3071,63";"3048,40";"3071,63";"+0,76 %";
"26.07.2005";"3070,40";"3071,24";"3052,27";"3062,89";"-0,28 %";
"27.07.2005";"3063,07";"3085,34";"3063,07";"3080,37";"+0,57 %";
"28.07.2005";"3080,37";"3106,39";"3078,91";"3106,15";"+0,84 %";
"29.07.2005";"3107,69";"3142,24";"3104,24";"3126,21";"+0,65 %";
"01.08.2005";"3126,21";"3166,20";"3124,36";"3166,20";"+1,28 %";
"02.08.2005";"3165,83";"3180,60";"3165,83";"3166,87";"+0,02 %";
"03.08.2005";"3167,17";"3205,00";"3166,57";"3204,16";"+1,18 %";
"04.08.2005";"3204,69";"3212,61";"3184,76";"3203,68";"-0,01 %";
"05.08.2005";"3203,73";"3207,15";"3181,62";"3183,76";"-0,62 %";
"08.08.2005";"3183,76";"3190,94";"3176,94";"3185,94";"+0,07 %";
"09.08.2005";"3186,47";"3223,39";"3177,66";"3220,28";"+1,08 %";
"10.08.2005";"3220,17";"3265,21";"3219,48";"3260,66";"+1,25 %";
"11.08.2005";"3260,56";"3271,39";"3230,96";"3238,77";"-0,67 %";
"12.08.2005";"3237,53";"3255,45";"3234,26";"3235,23";"-0,11 %";
"16.08.2005";"3235,25";"3240,12";"3220,41";"3227,15";"-0,25 %";
"17.08.2005";"3227,41";"3227,50";"3165,29";"3191,29";"-1,11 %";
"18.08.2005";"3191,08";"3191,78";"3147,07";"3154,65";"-1,15 %";
"19.08.2005";"3155,80";"3180,24";"3141,99";"3179,61";"+0,79 %";
"22.08.2005";"3179,78";"3211,09";"3177,28";"3210,98";"+0,99 %";
"23.08.2005";"3210,47";"3222,59";"3204,86";"3214,48";"+0,11 %";
"24.08.2005";"3214,97";"3214,97";"3172,72";"3195,94";"-0,58 %";
"25.08.2005";"3195,95";"3237,98";"3176,53";"3236,56";"+1,27 %";
"26.08.2005";"3231,69";"3257,82";"3219,56";"3226,20";"-0,32 %";
"29.08.2005";"3225,88";"3248,38";"3214,15";"3248,38";"+0,69 %";
"30.08.2005";"3249,95";"3262,06";"3232,98";"3261,31";"+0,40 %";
"31.08.2005";"3261,33";"3292,98";"3261,33";"3285,23";"+0,73 %";
"01.09.2005";"3285,31";"3316,32";"3285,05";"3311,13";"+0,79 %";
"02.09.2005";"3315,84";"3340,07";"3299,83";"3333,95";"+0,69 %";
"05.09.2005";"3333,95";"3343,23";"3308,40";"3314,70";"-0,58 %";
"06.09.2005";"3314,52";"3319,09";"3294,40";"3307,15";"-0,23 %";
"07.09.2005";"3306,93";"3329,51";"3275,03";"3329,51";"+0,68 %";
"08.09.2005";"3330,00";"3346,32";"3319,68";"3335,21";"+0,17 %";
"09.09.2005";"3333,62";"3368,44";"3327,90";"3364,54";"+0,88 %";
"12.09.2005";"3366,12";"3415,91";"3366,00";"3401,54";"+1,10 %";
"13.09.2005";"3401,22";"3407,38";"3383,54";"3389,23";"-0,36 %";
"14.09.2005";"3389,33";"3421,29";"3377,01";"3405,57";"+0,48 %";
"15.09.2005";"3405,77";"3434,71";"3391,40";"3398,41";"-0,21 %";
"16.09.2005";"3398,89";"3430,29";"3397,30";"3430,29";"+0,94 %";
"19.09.2005";"3430,29";"3431,80";"3405,73";"3420,88";"-0,27 %";
"20.09.2005";"3421,29";"3430,24";"3414,83";"3426,90";"+0,18 %";
"21.09.2005";"3427,13";"3428,76";"3394,09";"3399,54";"-0,80 %";
"22.09.2005";"3398,92";"3429,91";"3383,22";"3387,88";"-0,34 %";
"23.09.2005";"3387,76";"3409,91";"3358,00";"3379,79";"-0,24 %";
"26.09.2005";"3379,97";"3383,24";"3359,56";"3377,30";"-0,07 %";
"27.09.2005";"3377,60";"3397,02";"3374,00";"3387,10";"+0,29 %";
"28.09.2005";"3387,23";"3431,10";"3380,81";"3423,08";"+1,06 %";
"29.09.2005";"3423,23";"3426,18";"3404,68";"3423,85";"+0,02 %";
"30.09.2005";"3423,82";"3457,45";"3420,27";"3457,45";"+0,98 %";
"03.10.2005";"3457,45";"3504,84";"3457,09";"3503,85";"+1,34 %";
"04.10.2005";"3504,34";"3510,50";"3484,54";"3494,26";"-0,27 %";
"05.10.2005";"3494,26";"3494,26";"3438,43";"3439,20";"-1,58 %";
"06.10.2005";"3438,72";"3438,72";"3316,28";"3353,11";"-2,50 %";
"07.10.2005";"3353,88";"3353,88";"3333,81";"3336,70";"-0,49 %";
"10.10.2005";"3337,53";"3386,97";"3336,06";"3349,71";"+0,39 %";
"11.10.2005";"3350,48";"3368,32";"3342,41";"3351,50";"+0,05 %";
"12.10.2005";"3351,60";"3362,40";"3347,16";"3349,97";"-0,05 %";
"13.10.2005";"3349,96";"3349,96";"3237,57";"3242,16";"-3,22 %";
"14.10.2005";"3242,05";"3242,17";"3162,76";"3201,62";"-1,25 %";
"17.10.2005";"3201,62";"3260,44";"3201,62";"3226,72";"+0,78 %";
"18.10.2005";"3226,60";"3257,53";"3211,96";"3220,21";"-0,20 %";
"19.10.2005";"3220,08";"3220,08";"3099,56";"3155,00";"-2,03 %";
"20.10.2005";"3155,09";"3198,41";"3145,28";"3153,98";"-0,03 %";
"21.10.2005";"3152,74";"3152,74";"3120,91";"3138,35";"-0,50 %";
"24.10.2005";"3134,27";"3170,95";"3124,20";"3166,27";"+0,89 %";
"25.10.2005";"3166,62";"3209,04";"3166,62";"3195,20";"+0,91 %";
"27.10.2005";"3196,75";"3231,42";"3181,47";"3190,78";"-0,14 %";
"28.10.2005";"3190,94";"3202,40";"3162,01";"3202,40";"+0,36 %";
"31.10.2005";"3200,30";"3298,74";"3200,30";"3298,74";"+3,01 %";
"02.11.2005";"3299,19";"3359,04";"3297,88";"3315,04";"+0,49 %";
"03.11.2005";"3315,64";"3334,84";"3294,27";"3333,92";"+0,57 %";
"04.11.2005";"3329,98";"3357,38";"3329,98";"3354,73";"+0,62 %";
"07.11.2005";"3354,62";"3362,05";"3335,03";"3362,05";"+0,22 %";
"08.11.2005";"3361,52";"3361,94";"3345,10";"3346,38";"-0,47 %";
"09.11.2005";"3346,38";"3349,40";"3324,69";"3326,41";"-0,60 %";
"10.11.2005";"3321,63";"3333,35";"3311,07";"3331,97";"+0,17 %";
"11.11.2005";"3332,14";"3342,80";"3327,56";"3341,74";"+0,29 %";
"14.11.2005";"3340,16";"3362,62";"3326,71";"3352,39";"+0,32 %";
"15.11.2005";"3351,71";"3361,74";"3334,48";"3350,05";"-0,07 %";
"16.11.2005";"3351,10";"3360,73";"3339,11";"3349,31";"-0,02 %";
"17.11.2005";"3349,91";"3393,90";"3349,91";"3392,85";"+1,30 %";
"18.11.2005";"3392,85";"3418,96";"3392,85";"3401,63";"+0,26 %";
"21.11.2005";"3400,98";"3417,38";"3389,47";"3391,40";"-0,30 %";
"22.11.2005";"3391,40";"3428,66";"3390,85";"3418,77";"+0,81 %";
"23.11.2005";"3419,84";"3476,31";"3419,58";"3463,02";"+1,29 %";
"24.11.2005";"3463,84";"3489,78";"3462,90";"3474,45";"+0,33 %";
"25.11.2005";"3474,58";"3500,78";"3468,06";"3493,34";"+0,54 %";
"28.11.2005";"3493,34";"3521,97";"3491,95";"3494,16";"+0,02 %";
"29.11.2005";"3494,24";"3507,07";"3475,14";"3496,47";"+0,07 %";
"30.11.2005";"3496,34";"3500,12";"3479,76";"3493,37";"-0,09 %";
"01.12.2005";"3493,48";"3547,13";"3489,33";"3547,11";"+1,54 %";
"02.12.2005";"3547,09";"3574,42";"3547,09";"3569,99";"+0,65 %";
"05.12.2005";"3569,80";"3574,37";"3558,82";"3564,68";"-0,15 %";
"06.12.2005";"3564,76";"3577,82";"3563,42";"3576,16";"+0,32 %";
"07.12.2005";"3582,24";"3617,44";"3548,22";"3617,44";"+1,15 %";
"09.12.2005";"3617,44";"3617,44";"3579,77";"3591,04";"-0,73 %";
"12.12.2005";"3591,04";"3605,38";"3549,68";"3557,94";"-0,92 %";
"13.12.2005";"3558,29";"3595,07";"3554,66";"3581,28";"+0,66 %";
"14.12.2005";"3581,28";"3593,34";"3570,29";"3582,00";"+0,02 %";
"15.12.2005";"3580,95";"3595,36";"3572,30";"3577,87";"-0,12 %";
"16.12.2005";"3576,79";"3593,89";"3567,04";"3586,62";"+0,24 %";
"19.12.2005";"3585,49";"3586,26";"3562,06";"3571,39";"-0,42 %";
"20.12.2005";"3572,94";"3588,15";"3561,46";"3586,83";"+0,43 %";
"21.12.2005";"3586,76";"3609,18";"3566,26";"3586,48";"-0,01 %";
"22.12.2005";"3587,53";"3627,63";"3587,40";"3625,15";"+1,08 %";
"23.12.2005";"3625,10";"3637,43";"3621,15";"3621,37";"-0,10 %";
"27.12.2005";"3621,59";"3643,95";"3613,12";"3640,61";"+0,53 %";
"28.12.2005";"3639,56";"3652,66";"3627,23";"3652,66";"+0,33 %";
"29.12.2005";"3656,10";"3675,14";"3651,37";"3667,03";"+0,39 %";
"02.01.2006";"3667,47";"3695,36";"3653,56";"3682,35";"+0,42 %";
"03.01.2006";"3681,79";"3717,42";"3680,51";"3717,42";"+0,95 %";
"04.01.2006";"3720,64";"3770,01";"3720,64";"3763,89";"+1,25 %";
"05.01.2006";"3758,92";"3773,43";"3749,19";"3772,48";"+0,23 %";
"09.01.2006";"3772,61";"3831,01";"3772,61";"3815,48";"+1,14 %";
"10.01.2006";"3815,30";"3831,72";"3785,49";"3788,87";"-0,70 %";
"11.01.2006";"3788,81";"3808,23";"3774,00";"3800,02";"+0,29 %";
"12.01.2006";"3800,12";"3836,40";"3781,90";"3830,25";"+0,80 %";
"13.01.2006";"3824,72";"3826,82";"3784,85";"3791,80";"-1,00 %";
"16.01.2006";"3791,62";"3825,52";"3777,95";"3822,22";"+0,80 %";
"17.01.2006";"3821,64";"3827,15";"3778,01";"3799,76";"-0,59 %";
"18.01.2006";"3798,60";"3804,54";"3716,82";"3770,29";"-0,78 %";
"19.01.2006";"3770,39";"3847,25";"3770,39";"3832,03";"+1,64 %";
"20.01.2006";"3835,39";"3873,24";"3835,39";"3846,97";"+0,39 %";
"23.01.2006";"3846,97";"3872,43";"3804,52";"3872,43";"+0,66 %";
"24.01.2006";"3875,20";"3890,20";"3873,14";"3881,43";"+0,23 %";
"25.01.2006";"3882,48";"3902,01";"3874,25";"3881,57";"+0,00 %";
"26.01.2006";"3881,89";"3898,11";"3868,89";"3896,13";"+0,38 %";
"27.01.2006";"3897,07";"3970,38";"3890,23";"3956,26";"+1,54 %";
"30.01.2006";"3955,84";"4002,64";"3953,74";"4002,64";"+1,17 %";
"31.01.2006";"4002,64";"4019,85";"3966,62";"3969,36";"-0,83 %";
"01.02.2006";"3969,35";"4035,93";"3946,39";"4035,53";"+1,67 %";
"02.02.2006";"4035,36";"4042,31";"3982,26";"3982,26";"-1,32 %";
"03.02.2006";"3982,26";"3998,00";"3931,24";"3953,47";"-0,72 %";
"06.02.2006";"3953,08";"4018,90";"3945,35";"4017,36";"+1,62 %";
"07.02.2006";"4016,61";"4025,40";"3998,93";"4010,73";"-0,17 %";
"08.02.2006";"4008,93";"4009,92";"3946,70";"3982,31";"-0,71 %";
"09.02.2006";"3982,22";"4032,57";"3979,00";"4032,57";"+1,26 %";
"10.02.2006";"4032,48";"4032,95";"4009,94";"4022,48";"-0,25 %";
"13.02.2006";"4022,61";"4023,56";"3974,99";"3991,17";"-0,78 %";
"14.02.2006";"3989,59";"4013,84";"3945,32";"3959,03";"-0,81 %";
"15.02.2006";"3958,95";"4003,97";"3956,61";"3979,15";"+0,51 %";
"16.02.2006";"3982,38";"4064,14";"3982,27";"4064,14";"+2,14 %";
"17.02.2006";"4064,14";"4091,96";"4049,96";"4079,47";"+0,38 %";
"20.02.2006";"4082,11";"4143,33";"4077,10";"4133,20";"+1,32 %";
"21.02.2006";"4134,50";"4170,80";"4129,87";"4158,59";"+0,61 %";
"22.02.2006";"4158,63";"4167,18";"4120,12";"4134,55";"-0,58 %";
"23.02.2006";"4134,77";"4147,46";"4119,53";"4146,62";"+0,29 %";
"24.02.2006";"4146,11";"4171,37";"4125,38";"4135,59";"-0,27 %";
"27.02.2006";"4135,80";"4153,29";"4128,12";"4153,29";"+0,43 %";
"28.02.2006";"4153,35";"4162,09";"4058,95";"4068,47";"-2,04 %";
"01.03.2006";"4068,62";"4081,69";"4049,97";"4049,97";"-0,45 %";
"02.03.2006";"4048,92";"4072,44";"3977,94";"4009,72";"-0,99 %";
"03.03.2006";"4009,72";"4054,78";"4005,15";"4032,93";"+0,58 %";
"06.03.2006";"4033,14";"4086,47";"4031,86";"4064,17";"+0,77 %";
"07.03.2006";"4065,98";"4066,33";"3969,58";"3987,06";"-1,90 %";
"08.03.2006";"3981,80";"4002,10";"3878,43";"3906,58";"-2,02 %";
"09.03.2006";"3906,76";"3935,67";"3902,56";"3935,44";"+0,74 %";
"10.03.2006";"3934,56";"3954,46";"3921,41";"3946,05";"+0,27 %";
"13.03.2006";"3945,84";"3990,64";"3936,22";"3990,44";"+1,12 %";
"14.03.2006";"3990,44";"3996,19";"3957,79";"3965,55";"-0,62 %";
"15.03.2006";"3966,07";"4031,79";"3966,07";"4031,79";"+1,67 %";
"16.03.2006";"4031,79";"4054,50";"4027,73";"4046,67";"+0,37 %";
"17.03.2006";"4046,67";"4105,68";"4046,01";"4082,87";"+0,89 %";
"20.03.2006";"4083,41";"4106,73";"4054,33";"4059,06";"-0,58 %";
"21.03.2006";"4059,06";"4068,44";"4039,49";"4054,78";"-0,11 %";
"22.03.2006";"4055,66";"4075,90";"4045,65";"4075,90";"+0,52 %";
"23.03.2006";"4075,32";"4099,57";"4070,40";"4093,33";"+0,43 %";
"24.03.2006";"4093,35";"4098,35";"4068,90";"4070,49";"-0,56 %";
"27.03.2006";"4070,30";"4079,69";"4036,47";"4050,80";"-0,48 %";
"28.03.2006";"4050,59";"4068,27";"4037,76";"4041,26";"-0,24 %";
"29.03.2006";"4041,57";"4067,76";"4029,23";"4053,11";"+0,29 %";
"30.03.2006";"4053,14";"4106,09";"4053,14";"4105,50";"+1,29 %";
"31.03.2006";"4106,50";"4139,83";"4105,01";"4139,83";"+0,84 %";
"03.04.2006";"4140,19";"4145,18";"4118,49";"4127,56";"-0,30 %";
"04.04.2006";"4128,03";"4132,21";"4103,72";"4128,53";"+0,02 %";
"05.04.2006";"4127,18";"4143,29";"4118,13";"4119,31";"-0,22 %";
"06.04.2006";"4120,20";"4153,78";"4116,80";"4153,78";"+0,84 %";
"07.04.2006";"4154,14";"4160,55";"4128,48";"4129,94";"-0,57 %";
"10.04.2006";"4129,87";"4145,47";"4097,91";"4144,39";"+0,35 %";
"11.04.2006";"4148,18";"4180,50";"4135,13";"4138,74";"-0,14 %";
"12.04.2006";"4135,70";"4139,57";"4083,09";"4110,15";"-0,69 %";
"13.04.2006";"4112,51";"4140,92";"4105,77";"4129,96";"+0,48 %";
"18.04.2006";"4130,45";"4167,52";"4126,77";"4150,69";"+0,50 %";
"19.04.2006";"4150,90";"4238,07";"4150,90";"4226,86";"+1,84 %";
"20.04.2006";"4226,86";"4249,48";"4219,24";"4249,12";"+0,53 %";
"21.04.2006";"4249,12";"4265,07";"4226,56";"4258,50";"+0,22 %";
"24.04.2006";"4258,50";"4300,89";"4246,16";"4246,16";"-0,29 %";
"25.04.2006";"4248,20";"4292,70";"4238,44";"4291,32";"+1,06 %";
"26.04.2006";"4291,21";"4302,71";"4275,12";"4302,41";"+0,26 %";
"27.04.2006";"4302,32";"4302,33";"4195,59";"4226,78";"-1,76 %";
"28.04.2006";"4227,05";"4239,35";"4174,01";"4174,12";"-1,25 %";
"02.05.2006";"4182,31";"4233,45";"4180,67";"4220,50";"+1,11 %";
"03.05.2006";"4222,04";"4257,79";"4219,82";"4257,79";"+0,88 %";
"04.05.2006";"4257,53";"4267,38";"4229,11";"4264,68";"+0,16 %";
"05.05.2006";"4264,69";"4326,35";"4257,42";"4325,59";"+1,43 %";
"08.05.2006";"4325,76";"4353,13";"4315,20";"4344,35";"+0,43 %";
"09.05.2006";"4343,34";"4343,34";"4220,03";"4256,43";"-2,02 %";
"10.05.2006";"4256,11";"4339,20";"4244,85";"4295,71";"+0,92 %";
"11.05.2006";"4295,70";"4332,49";"4295,70";"4319,11";"+0,54 %";
"12.05.2006";"4319,12";"4319,90";"4231,51";"4232,65";"-2,00 %";
"15.05.2006";"4231,99";"4237,70";"4088,48";"4090,07";"-3,37 %";
"16.05.2006";"4089,82";"4091,86";"3985,37";"4026,61";"-1,55 %";
"17.05.2006";"4025,93";"4046,55";"3907,47";"3907,47";"-2,96 %";
"18.05.2006";"3907,47";"3907,47";"3800,32";"3830,19";"-1,98 %";
"19.05.2006";"3829,94";"3892,16";"3819,00";"3846,48";"+0,43 %";
"22.05.2006";"3847,02";"3887,97";"3528,82";"3559,01";"-7,47 %";
"23.05.2006";"3559,01";"3733,90";"3548,32";"3729,23";"+4,78 %";
"24.05.2006";"3729,40";"3809,14";"3649,10";"3655,13";"-1,99 %";
"26.05.2006";"3655,13";"3803,19";"3655,01";"3802,68";"+4,04 %";
"29.05.2006";"3805,59";"3857,49";"3805,29";"3823,51";"+0,55 %";
"30.05.2006";"3827,07";"3834,27";"3716,56";"3742,34";"-2,12 %";
"31.05.2006";"3742,06";"3779,83";"3669,45";"3743,23";"+0,02 %";
"01.06.2006";"3737,33";"3794,27";"3723,61";"3794,27";"+1,36 %";
"02.06.2006";"3791,24";"3877,04";"3791,24";"3868,16";"+1,95 %";
"06.06.2006";"3868,02";"3868,02";"3683,71";"3684,27";"-4,75 %";
"07.06.2006";"3684,84";"3707,20";"3628,89";"3668,95";"-0,42 %";
"08.06.2006";"3668,86";"3668,86";"3509,06";"3520,25";"-4,05 %";
